LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,AT,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
530344,ERIE,LACKAWANNA,NYS THRUWAY,RT 179 MILESTRIP RD (M56),RIDGE RD (M55),BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,49900,,,"(42.80670475, -78.80909443)"
540289,NIAGARA,NIAGARA FALLS,NIA FALLS BLVD,I-190,PACKARD RD,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,22300,,,"(43.09181288, -79.00336951)"
534090,ERIE,BOSTON,BOSTON STATE RD,W TILLEN RD,PATCHIN RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,2774,2619,154,"(42.64238805, -78.7396574)"
530220,ERIE,CHEEKTOWAGA,UNION RD,WALDEN AV,GALLERIA DR,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,26800,,,"(42.912488, -78.754222)"
534246,ERIE,AMHERST,E ROBINSON RD,OLD NIAGARA FALLS BLVD,US 62 NF BLVD,BETWEEN,,2-WAY,01/01/1996 12:00:00 AM,10300,,,"(43.03602058, -78.82484771)"
530256,ERIE,AMHERST,BAILEY AVE,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,19000,,,"(42.96138879, -78.81389558)"
534361,ERIE,AMHERST,GARRISON RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,6500,,,"(42.96153011, -78.7380293)"
541228,NIAGARA,LOCKPORT,UPPER MTN RD,SUNSET DR,LOCKPORT S CL,BETWEEN,,2-WAY,01/01/1986 12:00:00 AM,12200,,,"(43.16604016, -78.72711808)"
534539,ERIE,CHEEKTOWAGA,LOSSON RD,RT 277 UNION RD,TOWERS BLVD,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,14300,,,"(42.88201, -78.747026)"
544231,NIAGARA,NIAGARA FALLS,THIRD ST,RT 104 MAIN ST,WHIRLPOOL ST,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,5900,,,"(43.09497612, -79.05961543)"
530194,ERIE,ORCHARD PARK,E QUAKER ST,RTS 240/277 N BUFFALO ST,FREEMAN RD,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,9500,,,"(42.76878734, -78.73666942)"
534609,ERIE,BUFFALO,MINERAL SPRG RD,FRANK ST,BUFFALO CITY LN,BETWEEN,,2-WAY,01/01/2012 12:00:00 AM,9565,9017,547,"(42.860835, -78.803344)"
534377,ERIE,BUFFALO,GENESEE ST,RT 62 BAILEY AV,BUFFALO CITY LN,BETWEEN,,2-WAY,01/01/2004 12:00:00 AM,12600,,,"(42.913391, -78.81171)"
534488,ERIE,"TONAWANDA, BUFFALO",KENMORE AVE,VULCAN ST,ONTARIO ST,BETWEEN,,2-WAY,01/01/1996 12:00:00 AM,5700,,,"(42.9637334, -78.89531136)"
534371,ERIE,BUFFALO,GENESEE ST,OAK,ELM,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,6100,,,"(42.89024056, -78.868559)"
542040,NIAGARA,HARTLAND/SOMERSET,HARTLAND/SOMERSET TOWN LINE RD,CHECKERED TAVERN RD,HOSMER RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,679,616,62,"(43.30593746, -78.61340582)"
536057,ERIE,CHEEKTOWAGA,BORDEN RD,FRENCH RD,LOSSON RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,13508,12591,916,"(42.878036, -78.709019)"
534131,ERIE,CHEEKTOWAGA,CAYUGA CREEK RD,RT 240 HARLEM RD,WILLIAM ST,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,3329,2900,428,"(42.87904215, -78.76426935)"
534697,ERIE,CHEEKTOWAGA,PINE RIDGE RD,WALDEN AV,WILDY ST,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,5507,5278,228,"(42.90984, -78.79628)"
535402,ERIE,BUFFALO,ORLANDO ST,ELK ST,DEAD END,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,13,,,"(42.866576, -78.837472)"
544110,NIAGARA,WHEATFIELD,LOCKPORT RD,RT 425 SHAWNEE RD,TOWNLINE RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,7000,,,"(43.1297433, -78.83433133)"
534272,ERIE,TONAWANDA,EGGERT RD,PARKER BLVD,BRIGHTON RD,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,9900,,,"(42.99019902, -78.83894205)"
530553,ERIE,BUFFALO,NIAGARA THRUWAY,RT 198 SCAJAQUADA EXPWY (N11),AMHERST ST (N12),BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,43800,,,"(42.932107, -78.901706)"
547026,NIAGARA,MIDDLEPORT,KELLY ST,TELEGRAPH RD,CHURCH ST,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,800,,,"(43.209241, -78.481509)"
530113,ERIE,ORCHARD PARK,S WESTERN BLVD,RTS 240/277 N BUFFALO ST,MICHAEL RD,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,10800,,,"(42.80074792, -78.74371827)"
532201,ERIE,BUFFALO,S LEGION DR,SOUTH SIDE PKWY,CAZENOVIA ST,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,1489,,,"(42.85600227, -78.81622044)"
530245,ERIE,ORCHARD PARK,SOUTHERN EXPWY,ARMOR DUELLS RD,RT 20A  BIG TREE RD,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,14100,,,"(42.754599, -78.76239181)"
544006,NIAGARA,NIAGARA FALLS,11TH ST,RT 182 CLEVELAND AV,ONTARIO AV,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,5900,,,"(43.107383, -79.048967)"
534026,ERIE,BUFFALO,AMHERST ST,PARKSIDE AV,CRESCENT AVE,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,9600,,,"(42.940361, -78.848441)"
534658,ERIE,BUFFALO,NOTTINGHAM TERR,LINCOLN PKWY,RT 384 DELAWARE AV,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,3300,,,"(42.934812, -78.868651)"
544335,NIAGARA,NIAGARA FALLS,PORTAGE RD,RT 384 BUFFALO AV,MACKENNA AV,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,1880,1782,97,"(43.08424004, -79.04029012)"
534463,ERIE,WEST SENECA,IND CHURCH RD,MINERAL SPRINGS RD,WEST ST,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,8051,7679,371,"(42.85356597, -78.76742631)"
530040,ERIE,CHEEKTOWAGA,HARLEM RD,WILLIAM ST,RT 130 BROADWAY,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,20100,,,"(42.89334738, -78.78464609)"
540107,NIAGARA,LEWISTON,SAUNDERS SETTLEMENT RD,RT 265 MILITARY RD,WALMORE RD,BETWEEN,,2-WAY,01/01/1999 12:00:00 AM,11800,,,"(43.14028155, -78.97044808)"
536428,ERIE,CLARENCE,GOODRICH RD,ROLL RD,CLARENCE CENTER RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,7800,,,"(43.0078482, -78.63723993)"
534448,ERIE,BUFFALO,HURON ST (EAST),RT 5 MAIN ST,GENESEE ST,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,3675,3596,78,"(42.88859768, -78.87320727)"
540033,NIAGARA,PORTER,L RIVER RD (RT 18F),LEWISTON/PORTER TN LN,YOUNGSTOWN S VILL LN,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,2200,,,"(43.2323317, -79.05093044)"
534180,ERIE,TONAWANDA,COLVIN BLVD,TONAWANDA EAST CITY LN,ELLICOTT CREEK RD,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,7500,,,"(43.00725194, -78.84681433)"
534077,ERIE,BUFFALO,BIDWELL PKWY,W DELEVAN AV,ELMWOOD AV,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,5348,4919,428,"(42.92279048, -78.87812376)"
534202,ERIE,BUFFALO,DEERFIELD AVE,E DELEVAN AV,PEMBROKE AVE,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,3800,,,"(42.925977, -78.826746)"
534396,ERIE,CLARENCE,GOODRICH RD,CLARENCE CENTER RD,COUNTY RD,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,4269,3333,935,"(43.021396, -78.636987)"
534745,ERIE,BUFFALO,S CEDAR ST,SENECA ST,RT 16 SWAN ST,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,1200,,,"(42.87909719, -78.86188567)"
534723,ERIE,WEST SENECA,RESERVE RD,RT 277 UNION RD,RT 20 SOUTHWESTERN BLVD,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,4608,4466,141,"(42.81128169, -78.73364121)"
534381,ERIE,CHEEKTOWAGA,GEO URBAN BLVD,DICK RD,FRENCH RD,BETWEEN,,2-WAY,01/01/1989 12:00:00 AM,26500,,,"(42.918658, -78.71598)"
540501,NIAGARA,"LEWISTON, CAMBRIA",TOWN LINE RD,UPPER MTN RD,RT 104 RIDGE RD,BETWEEN,,2-WAY,01/01/1987 12:00:00 AM,3000,,,"(43.17906404, -78.88536036)"
536088,ERIE,ORCHARD PARK,HENNING DR,US 20A,CRETVIEW LA,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,400,,,"(42.767479, -78.727132)"
536489,ERIE,BUFFALO,SOUTH PARK AVE,SMITH ST,KATHERINE ST,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,7000,,,"(42.86968566, -78.85348231)"
540024,NIAGARA,NIAGARA FALLS,MAIN ST,RT 62 (SB) FERRY AV,RT 62 (NB) WALNUT AV,BETWEEN,,2-WAY,01/01/1985 12:00:00 AM,5850,,,"(43.09116651, -79.06028599)"
530107,ERIE,EVANS,S WESTERN BLVD,CR 221 ACC I-90,S CREEK RD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,6650,,,"(42.674927, -78.954964)"
530573,ERIE,AMHERST,UNION RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/2001 12:00:00 AM,11700,,,"(42.955329, -78.75481)"
540107,NIAGARA,LEWISTON,SAUNDERS SETTLEMENT RD,RT 265 MILITARY RD,WALMORE RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,7250,,,"(43.14028155, -78.97044808)"
540288,NIAGARA,NIAGARA FALLS,NIA FALLS BLVD,NIAGARA FALLS E CITY LN,RT 265 MILITARY RD,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,18300,,,"(43.0941437, -78.9565891)"
534877,ERIE,ORCHARD PARK,WEBSTER RD,RT 20 SOUTHWESTERN BLVD,RT 240/277 N BUFFALO RD,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,2500,,,"(42.78177, -78.752022)"
534604,ERIE,ORCHARD PARK,MILESTRIP RD,RT 20 SOUTHWESTERN BLVD,RT 240/277 N BUFFALO RD,BETWEEN,,2-WAY,01/01/1981 12:00:00 AM,1300,,,"(42.78906284, -78.7556541)"
534946,ERIE,AURORA,DAVIS RD,RT 240 ELLICOTT RD,JEWETT-HOLMWOOD RD,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,2700,,,"(42.74468788, -78.6814642)"
536139,ERIE,AMHERST,CASEY RD,YOUNGS RD,RT 78 TRANSIT RD,BETWEEN,,2-WAY,01/01/1978 12:00:00 AM,1400,,,"(43.02319111, -78.70794523)"
534347,ERIE,BUFFALO,FRANKLIN ST,SWAN/ERIE ST,CHURCH ST,BETWEEN,,1-WAY,01/01/2006 12:00:00 AM,6500,,,"(42.88289835, -78.87764096)"
536460,ERIE,ELMA,NORTHRUP RD,KINSLEY RD,RT 16/78 SENECA ST,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,1585,,,"(42.817786, -78.68497)"
536443,ERIE,LACKAWANNA,RIDGE RD,RT 5 HAMBURG TURNPIKE,S PARK AVE,BETWEEN,,2-WAY,01/01/1980 12:00:00 AM,9500,,,"(42.8269403, -78.8417986)"
545109,NIAGARA,NORTH TONAWANDA,ISLAND ST,RIVER RD,DEAD END,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,39,,,"(43.026534, -78.880069)"
544176,NIAGARA,NIAGARA,PACKARD RD,PORTER RD,LOCKPORT RD,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,10624,10030,593,"(43.11324134, -78.97549868)"
534792,ERIE,AMHERST,YOUNGS RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,13740,13504,235,"(42.96325349, -78.72464776)"
534484,ERIE,NEWSTEAD,JOHN ST,RT 93 CEDAR ST,BLOOMINGDALE RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,4100,,,"(43.02118227, -78.4976846)"
533430,ERIE,TONAWANDA,I-290 @ COLVIN BLVD,,,,COLVIN BLVD NB TO MERGE I-290 WB (ON),RAMP,01/01/2014 12:00:00 AM,8694,,,"(43.00044939, -78.85371566)"
530010,ERIE,BUFFALO,CLINTON ST,RT 62 BAILEY AV,I-190,BETWEEN,,2-WAY,01/01/1989 12:00:00 AM,13200,,,"(42.87202492, -78.81864309)"
534833,ERIE,AMHERST,TONAWANDA CREEK RD,SWEET HOME RD,BEAR RIDGE RD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,3500,,,"(43.055423, -78.80399)"
530128,ERIE,WEST SENECA,AURORA EXPWY,RT 277 UNION RD,RT 16 SENECA ST,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,23200,,,"(42.843594, -78.767552)"
530015,ERIE,GRAND ISLAND,S GRAND ISLAND BRG,GRAND ISLAND TN LN (18A),GRAND ISLAND BLVD/SOUTH STATE PKWY (N18B),BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,46400,,,"(43.00457651, -78.94747496)"
544197,NIAGARA,NIAGARA FALLS,PORTAGE RD,11TH ST,RT 104 MAIN ST,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,4509,4412,96,"(43.10044823, -79.05139178)"
530191,ERIE,HAMBURG,SOUTH PARK AVE,RT 20 SOUTHWESTERN BLVD,BIG TREE RD,BETWEEN,,2-WAY,01/01/1974 12:00:00 AM,10200,,,"(42.768155, -78.82405)"
531017,ERIE,AMHERST,N ELLICOTT CREEK,RT 62 NF BLVD,SWEET HOME RD,BETWEEN,,2-WAY,01/01/1992 12:00:00 AM,1300,,,"(43.02224216, -78.8061326)"
536460,ERIE,ELMA,NORTHRUP RD,KINSLEY RD,RT 16/78 SENECA ST,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,1616,,,"(42.817786, -78.68497)"
534983,ERIE,CLARENCE,THOMPSON RD,GREINER RD,CLARENCE CENTER RD,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,1300,,,"(43.000062, -78.647086)"
530045,ERIE,EAST AURORA,OLEAN ST,SOUTH ST,START OLAP RT 20A/78,BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,6000,,,"(42.76105062, -78.60800386)"
530064,ERIE,WALES,OLEAN RD,WARNER HILL RD,START OLAP RT 400 EXPWY,BETWEEN,,2-WAY,01/01/1984 12:00:00 AM,9450,,,"(42.70977364, -78.57771635)"
537093,ERIE,LANCASTER,N AURORA ST,ST MARYS ST,MECHANIC ST,BETWEEN,,2-WAY,01/01/2013 12:00:00 AM,3452,,,"(42.905378, -78.673346)"
535256,ERIE,CHEEKTOWAGA,W 4TH ST,PRINCETON AVE,HARVARD AVE,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,63,,,"(42.9128, -78.701704)"
534443,ERIE,AMHERST,HOPKINS RD,DODGE RD,N FRENCH RD,BETWEEN,,2-WAY,01/01/1996 12:00:00 AM,5700,,,"(43.02969424, -78.7379247)"
534433,ERIE,BUFFALO,HERTEL AVE,PARKSIDE AV,STARIN AV,BETWEEN,,2-WAY,01/01/1981 12:00:00 AM,14800,,,"(42.94763534, -78.84761095)"
536214,ERIE,ELMA,BULLIS RD,GIRDLE/SCHWARTZ RDS,ELMA/MARILLA TN LN,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,5373,5061,311,"(42.839655, -78.57996)"
544146,NIAGARA,WHEATFIELD,NIAGARA RD,RT 62 NF BLVD,SCHULTZ ST,BETWEEN,,2-WAY,01/01/1996 12:00:00 AM,4100,,,"(43.10089866, -78.92117858)"
534777,ERIE,CLARENCE,SHIMERVILLE RD,GREINER RD,ROLL RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,2500,,,"(42.993387, -78.662024)"
530948,ERIE,AMHERST,SWEET HOME RD,MAPLE RD,RENSCH RD,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,20445,19677,767,"(42.99638868, -78.80040139)"
536461,ERIE,BUFFALO,FERRY ST (EAST),HUMBOLDT PKWY SB,FILLMORE AV,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,7780,7462,317,"(42.9146462, -78.84118032)"
530081,ERIE,BUFFALO,BAILEY AVE,ABBOTT RD,MCKINLEY PKWY,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,5500,,,"(42.858326, -78.828806)"
534916,ERIE,TONAWANDA,YOUNG ST,NY 384 DELAWARE AV,STATE ST,BETWEEN,,2-WAY,01/01/1981 12:00:00 AM,5450,,,"(43.01619533, -78.87074769)"
540049,NIAGARA,LEWISTON,LEWISTON RD,NIAGARA FALLS N CITY LN,RT 61 HYDE PARK BLVD,BETWEEN,,2-WAY,01/01/1982 12:00:00 AM,3950,,,"(43.13445872, -79.04358923)"
530021,ERIE,BUFFALO,RT 5,RIDGE RD,TIFFT ST,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,44497,,,"(42.83320932, -78.85352254)"
536414,ERIE,BUFFALO,OHIO ST,FUHRMANN BLVD,LOUISIANA ST,BETWEEN,,2-WAY,01/01/1992 12:00:00 AM,9100,,,"(42.86030612, -78.86763364)"
530333,ERIE,NEWSTEAD,AKRON RD,HUNTS CORNERS-AKRON RD,BLOOMINGDALE RD,BETWEEN,,2-WAY,01/01/1991 12:00:00 AM,2500,,,"(43.02793155, -78.50293368)"
536354,ERIE,NEWSTEAD,CRIT-MUR CR RD,NEWSTEAD TN LN,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/2005 12:00:00 AM,2600,,,"(42.981442, -78.477863)"
546079,NIAGARA,SOMERSET,QUAKER RD (RT 148),NY 18 LAKE RD,LOWER LAKE RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,425,,,"(43.360443, -78.555711)"
534361,ERIE,AMHERST,GARRISON RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,9070,8926,143,"(42.96153011, -78.7380293)"
536133,ERIE,EDEN,NEW JERUSALEM RD,EVANS TOWN LN,US 62,BETWEEN,,2-WAY,01/01/2010 12:00:00 AM,645,,,"(42.639297, -78.914292)"
534266,ERIE,AMHERST,EGGERT RD,BUFFALO CITY LN,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/1982 12:00:00 AM,12400,,,"(42.95921585, -78.80387753)"
530027,ERIE,AMHERST,MAIN ST,YOUNGS RD,TRANSIT RD,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,17400,,,"(42.96580314, -78.70987684)"
530017,ERIE,EVANS,ERIE RD,STURGEON PT RD,OLD LAKESHORE RD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,14400,,,"(42.70788156, -78.96562815)"
530141,ERIE,LANCASTER,GENESEE ST,GUNNVILLE RD,RANSOM RD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,7100,,,"(42.94458624, -78.61173481)"
534852,ERIE,BUFFALO,UTICA ST (WEST),RT 384 DELAWARE AV,LINWOOD AV,BETWEEN,,2-WAY,01/01/2015 12:00:00 AM,5075,4859,215,"(42.911282, -78.868867)"
534092,ERIE,BOSTON,BOSTON-COLDEN RD,COLE RD,BOSTON/COLDEN TOWN LN,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,1200,,,"(42.634843, -78.707101)"
530250,ERIE,CONCORD,SPRINGVILLE RD (OVERLAP 219),START RT 219 OLAP SB,END RT 219 OLAP,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,5150,,,"(42.509373, -78.690064)"
531013,ERIE,BUFFALO,ELMWOOD AVE,NOTTINGHAM TERR,AMHERST ST,BETWEEN,,2-WAY,01/01/1980 12:00:00 AM,19600,,,"(42.93824213, -78.87860656)"
530252,ERIE,BUFFALO,BAILEY AVE,RT 16 SENECA ST,RT 354 CLINTON ST,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,17250,,,"(42.86965814, -78.82167935)"
530112,ERIE,ORCHARD PARK,S WESTERN BLVD,RT 179 MILESTRIP RD,RTS 240/277 N BUFFALO ST,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,28300,,,"(42.79315888, -78.75588477)"
530312,ERIE,CLARENCE,TRANSIT RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,BETWEEN,,2-WAY,01/01/1990 12:00:00 AM,26100,,,"(42.971999, -78.696871)"
544217,NIAGARA,LOCKPORT,STATE RD,HIGH ST,RT 78 TRANSIT RD,BETWEEN,,2-WAY,01/01/1977 12:00:00 AM,3400,,,"(43.16580736, -78.69826824)"
536262,ERIE,ORCHARD PARK,BUNTING RD,ABBOTT RD,DRAUDT RD,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,200,,,"(42.70929087, -78.77752773)"
542010,NIAGARA,NEWFANE,DRAKE SETTLEMENT RD,FULLER RD,HESS RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,910,,,"(43.30679041, -78.66445363)"
536340,ERIE,LANCASTER,CEMETERY RD,NICHTER RD,WALDEN AV,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,5300,,,"(42.91719448, -78.63764226)"
546065,NIAGARA,WHEATFIELD,LOCKPORT RD,RT 429 WARD RD,NASH RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,9800,,,"(43.12126773, -78.88109162)"
533167,ERIE,BUFFALO,NY 33 @ HUMBOLDT PKWY,,,,RT 33 EB (OFF) TO HUMBOLDT PKWY,RAMP,01/01/2010 12:00:00 AM,2925,,,"(42.90838894, -78.84327382)"
530139,ERIE,BUFFALO,ELLICOTT ST,TUPPER ST,MAIN ST (TUPPER ST TO GOODELL ST)  {13200},BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,8050,,,"(42.894551, -78.869116)"
540123,NIAGARA,NIAGARA,WITMER RD,I-190,RT 265 MILITARY RD,BETWEEN,,2-WAY,01/01/1999 12:00:00 AM,9850,,,"(43.129987, -79.0123415)"
536421,ERIE,CLARENCE,CLARENCE CNTR RD,RT 78 TRANSIT RD,SHIMERVILLE RD,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,1500,,,"(43.014047, -78.671312)"
530001,ERIE,BUFFALO,SCAJAQUADA EXPWY,I-190,GRANT ST,BETWEEN,,2-WAY,01/01/1997 12:00:00 AM,30200,,,"(42.93210195, -78.89346055)"
533006,ERIE,CHEEKTOWAGA,I-90 @ EXIT 51 NY 33,,,,I-90 EB (OFF) TO NY 33 EB,RAMP,01/01/2010 12:00:00 AM,9029,8355,673,"(42.92968018, -78.76539588)"
534904,ERIE,BUFFALO,WILLIAM ST,RT 62 BAILEY AV,BUFFALO CITY LN,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,11500,,,"(42.88472219, -78.80687356)"
530234,ERIE,AURORA,AURORA EXPWY,END OLAP RT 951V OLEAN RD,RT 20A/78BIG TREE RD,BETWEEN,,2-WAY,01/01/1985 12:00:00 AM,5550,,,"(42.756844, -78.594303)"
540500,NIAGARA,"LEWISTON, CAMBRIA",TOWN LINE RD,RT 31 SAUNDERS SETTLEMENT RD,UPPER MTN RD,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,6000,,,"(43.15989305, -78.88492048)"
530109,ERIE,HAMBURG,S WESTERN BLVD,S CREEK RD,AMSDELL RD,BETWEEN,,2-WAY,01/01/1988 12:00:00 AM,13600,,,"(42.71758188, -78.90423783)"
534488,ERIE,"TONAWANDA, BUFFALO",KENMORE AVE,VULCAN ST,ONTARIO ST,BETWEEN,,2-WAY,01/01/1983 12:00:00 AM,6600,,,"(42.9637334, -78.89531136)"
530220,ERIE,CHEEKTOWAGA,UNION RD,WALDEN AV,GALLERIA DR,BETWEEN,,2-WAY,01/01/1995 12:00:00 AM,32600,,,"(42.912488, -78.754222)"
533220,ERIE,SLOAN,NY 130 BROADWAY / NY 240 HARLEM RD,,,,NY 240 SB (OFF) TO NY 130,RAMP,01/01/2009 12:00:00 AM,3585,,,"(42.898647, -78.784429)"
534559,ERIE,ELMA,MAPLE ST,AURORA/ELMA TN LN,WEST BLOOD RD,BETWEEN,,2-WAY,01/01/1976 12:00:00 AM,5200,,,"(42.78840934, -78.62052441)"
531014,ERIE,AMHERST,N FOREST RD,RT 324 SHERIDAN DR,CATHERINE ST,BETWEEN,,2-WAY,01/01/2002 12:00:00 AM,14100,,,"(42.98208825, -78.76524031)"
534647,ERIE,BUFFALO,NORTH ST,ELLICOTT ST,MICHIGAN ST,BETWEEN,,2-WAY,01/01/2003 12:00:00 AM,3700,,,"(42.90216783, -78.86502922)"
530170,ERIE,BUFFALO,BAILEY AVE,GENESEE ST,RT 33 KENSINGTON EXPWY,BETWEEN,,2-WAY,01/01/2007 12:00:00 AM,15650,,,"(42.923058, -78.813686)"
534027,ERIE,BUFFALO,AMHERST ST,FAIRFIELD ST,RT 5 MAIN ST,BETWEEN,,2-WAY,01/01/2006 12:00:00 AM,7300,,,"(42.9402764, -78.84056211)"
530027,ERIE,AMHERST,MAIN ST,YOUNGS RD,TRANSIT RD,BETWEEN,,2-WAY,01/01/1987 12:00:00 AM,18200,,,"(42.96580314, -78.70987684)"
534594,ERIE,BUFFALO,MICHIGAN AVE,WILLIAM ST,BROADWAY,BETWEEN,,2-WAY,01/01/2011 12:00:00 AM,6302,5972,329,"(42.885883, -78.867699)"
534730,ERIE,AMHERST,RIDGE LEA RD,N BAILEY EXT,RT 62 NF BLVD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,18700,,,"(43.00139, -78.81789)"
540040,NIAGARA,NIAGARA FALLS,COLLEGE AVE,RT 104 LEWISTON RD,MCKOON AVE,BETWEEN,,2-WAY,01/01/1974 12:00:00 AM,2150,,,"(43.12237484, -79.05302256)"
534523,ERIE,HAMBURG,LAKE VIEW RD,N CREEK EXT,OLD LAKEVIEW RD,BETWEEN,,2-WAY,01/01/2009 12:00:00 AM,5244,4999,244,"(42.714543, -78.86608601)"
534582,ERIE,BUFFALO,MCKINLEY PKWY,KENEFICK AV,ABBOTT RD (SOUTHSIDE PKWY),BETWEEN,,2-WAY,01/01/1979 12:00:00 AM,5200,,,"(42.851463, -78.820734)"
540093,NIAGARA,PORTER,CREEK RD,BLAIRVILLE RD,RT 93 YOUNGSTOWN-LOCKPORT RD,BETWEEN,,2-WAY,01/01/2014 12:00:00 AM,1269,1180,88,"(43.25267749, -79.00952518)"
534373,ERIE,BUFFALO,GENESEE ST,MICHIGAN AV,JEFFERSON AV,BETWEEN,,2-WAY,01/01/1998 12:00:00 AM,5700,,,"(42.89236288, -78.86329651)"
534339,ERIE,WEST SENECA,FISHER RD,LACKAWANNA CITY LN,LANGNER RD,BETWEEN,,2-WAY,01/01/2000 12:00:00 AM,5800,,,"(42.81878588, -78.78752947)"
536103,ERIE,LACKAWANNA,SOUTH SHORE BLVD,SHAMOKIN DR,RIDGE RD,BETWEEN,,2-WAY,01/01/2008 12:00:00 AM,4600,,,"(42.820118, -78.810143)"
